ThoiGian,MucNuocA(cm),MucNuocB(cm),LuuLuong(m3/s),TrangThai,ThongBao
17:14:02 23/10/2025,29.3,35.9,10.25,"Bình thường","An toàn"
17:14:04 23/10/2025,28.7,36.0,9.85,"Bình thường","An toàn"
17:14:06 23/10/2025,29.2,36.6,10.19,"Bình thường","An toàn"
17:14:08 23/10/2025,29.6,35.6,10.43,"Bình thường","An toàn"
17:14:10 23/10/2025,29.1,35.0,10.01,"Bình thường","An toàn"
17:14:12 23/10/2025,29.5,34.8,10.29,"Bình thường","An toàn"
17:14:14 23/10/2025,28.8,35.7,10.22,"Bình thường","An toàn"
17:14:16 23/10/2025,28.6,36.2,10.37,"Bình thường","An toàn"
17:14:18 23/10/2025,29.0,36.0,9.94,"Bình thường","An toàn"
17:14:20 23/10/2025,29.7,36.5,9.66,"Bình thường","An toàn"
17:14:22 23/10/2025,29.5,36.1,9.71,"Bình thường","An toàn"
17:14:24 23/10/2025,29.4,35.6,10.05,"Bình thường","An toàn"
17:14:26 23/10/2025,30.1,35.8,9.66,"Bình thường","An toàn"
17:14:28 23/10/2025,30.1,35.6,10.05,"Bình thường","An toàn"
17:14:30 23/10/2025,30.9,36.1,9.92,"Bình thường","An toàn"
17:14:32 23/10/2025,30.8,35.1,9.73,"Bình thường","An toàn"
17:14:34 23/10/2025,30.2,35.8,10.04,"Bình thường","An toàn"
17:14:36 23/10/2025,29.7,36.5,9.82,"Bình thường","An toàn"
17:14:38 23/10/2025,29.7,36.7,9.66,"Bình thường","An toàn"
17:14:40 23/10/2025,29.1,37.2,10.10,"Bình thường","An toàn"
17:14:42 23/10/2025,29.7,37.4,10.06,"Bình thường","An toàn"
17:14:44 23/10/2025,29.7,38.0,9.74,"Bình thường","An toàn"
17:14:46 23/10/2025,29.0,37.9,9.69,"Bình thường","An toàn"
17:14:48 23/10/2025,28.6,38.1,9.47,"Bình thường","An toàn"
17:14:50 23/10/2025,29.5,37.9,9.52,"Bình thường","An toàn"
17:14:52 23/10/2025,28.8,37.1,9.84,"Bình thường","An toàn"
17:14:54 23/10/2025,29.2,37.8,9.69,"Bình thường","An toàn"
17:14:56 23/10/2025,30.0,38.1,9.62,"Bình thường","An toàn"
17:14:58 23/10/2025,30.6,38.6,9.88,"Bình thường","An toàn"
17:15:00 23/10/2025,30.7,38.2,9.69,"Bình thường","An toàn"
17:15:02 23/10/2025,30.4,38.4,9.61,"Bình thường","An toàn"
17:15:04 23/10/2025,29.8,38.7,9.39,"Bình thường","An toàn"
17:15:06 23/10/2025,29.1,38.7,9.78,"Bình thường","An toàn"
17:15:08 23/10/2025,33.5,42.5,12.31,"Bình thường","An toàn"
17:15:10 23/10/2025,37.8,46.3,14.84,"Bình thường","An toàn"
17:15:12 23/10/2025,42.1,50.1,17.38,"Bình thường","An toàn"
17:15:14 23/10/2025,46.5,53.9,19.91,"Bình thường","An toàn"
17:15:16 23/10/2025,50.8,57.7,22.44,"Bình thường","An toàn"
17:15:18 23/10/2025,55.1,61.5,24.98,"Bình thường","An toàn"
17:15:20 23/10/2025,59.5,65.3,27.51,"Bình thường","An toàn"
17:15:22 23/10/2025,63.8,69.1,30.04,"Bình thường","An toàn"
17:15:24 23/10/2025,68.1,72.9,32.58,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
17:15:26 23/10/2025,72.5,76.7,35.11,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
17:15:28 23/10/2025,76.8,80.5,37.64,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
17:15:30 23/10/2025,81.1,84.3,40.18,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
17:15:32 23/10/2025,85.5,88.1,42.71,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
17:15:34 23/10/2025,89.8,91.9,45.24,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
17:15:36 23/10/2025,94.1,95.7,47.78,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
17:15:38 23/10/2025,95.1,93.2,48.98,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
17:15:40 23/10/2025,97.1,92.7,43.19,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
17:15:42 23/10/2025,94.6,94.1,51.76,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
17:15:44 23/10/2025,92.7,89.7,46.12,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
17:15:46 23/10/2025,93.6,91.4,44.20,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
17:15:48 23/10/2025,96.0,93.3,46.90,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
17:15:50 23/10/2025,92.9,91.9,51.91,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
17:15:52 23/10/2025,93.3,92.3,45.11,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
17:15:54 23/10/2025,95.7,92.2,49.39,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
17:15:56 23/10/2025,95.1,90.9,46.89,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
17:15:58 23/10/2025,91.9,88.1,45.04,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
17:16:00 23/10/2025,88.6,85.3,43.20,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
17:16:03 23/10/2025,85.4,82.5,41.35,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
17:16:05 23/10/2025,82.1,79.7,39.51,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
17:16:07 23/10/2025,78.9,76.9,37.66,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
17:16:09 23/10/2025,75.6,74.1,35.82,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
17:16:11 23/10/2025,72.3,71.3,33.98,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
17:16:13 23/10/2025,69.1,68.5,32.13,"Bình thường","An toàn"
17:16:15 23/10/2025,65.8,65.7,30.29,"Bình thường","An toàn"
17:16:17 23/10/2025,62.6,62.9,28.44,"Bình thường","An toàn"
17:16:19 23/10/2025,59.3,60.1,26.60,"Bình thường","An toàn"
17:16:21 23/10/2025,56.1,57.4,24.75,"Bình thường","An toàn"
17:16:23 23/10/2025,52.8,54.6,22.91,"Bình thường","An toàn"
17:16:25 23/10/2025,49.5,51.8,21.07,"Bình thường","An toàn"
17:16:27 23/10/2025,46.3,49.0,19.22,"Bình thường","An toàn"
17:16:29 23/10/2025,43.0,46.2,17.38,"Bình thường","An toàn"
17:16:31 23/10/2025,39.8,43.4,15.53,"Bình thường","An toàn"
17:16:33 23/10/2025,36.5,40.6,13.69,"Bình thường","An toàn"
17:16:35 23/10/2025,33.3,37.8,11.84,"Bình thường","An toàn"
17:16:37 23/10/2025,30.0,35.0,10.00,"Bình thường","An toàn"
17:16:39 23/10/2025,30.7,34.4,10.04,"Bình thường","An toàn"
17:16:41 23/10/2025,31.2,34.7,10.11,"Bình thường","An toàn"
17:16:43 23/10/2025,31.2,34.4,9.88,"Bình thường","An toàn"
17:16:45 23/10/2025,31.9,33.7,9.83,"Bình thường","An toàn"
17:16:47 23/10/2025,31.1,34.3,10.27,"Bình thường","An toàn"
17:16:49 23/10/2025,30.1,33.8,9.92,"Bình thường","An toàn"
17:16:51 23/10/2025,30.9,33.6,9.55,"Bình thường","An toàn"
17:16:53 23/10/2025,31.4,33.7,9.88,"Bình thường","An toàn"
17:16:55 23/10/2025,31.3,33.2,9.56,"Bình thường","An toàn"
17:16:57 23/10/2025,30.5,33.2,9.30,"Bình thường","An toàn"
17:16:59 23/10/2025,30.5,32.5,9.67,"Bình thường","An toàn"
17:17:01 23/10/2025,30.7,32.8,10.04,"Bình thường","An toàn"
17:17:03 23/10/2025,30.7,32.8,9.91,"Bình thường","An toàn"
17:17:05 23/10/2025,31.5,33.4,9.60,"Bình thường","An toàn"
17:17:07 23/10/2025,31.3,33.4,9.88,"Bình thường","An toàn"
17:17:09 23/10/2025,30.9,33.8,9.79,"Bình thường","An toàn"
17:17:11 23/10/2025,31.4,34.8,9.56,"Bình thường","An toàn"
17:17:13 23/10/2025,31.8,34.1,9.21,"Bình thường","An toàn"
17:17:15 23/10/2025,31.4,34.6,9.27,"Bình thường","An toàn"
17:17:17 23/10/2025,31.7,34.4,9.54,"Bình thường","An toàn"
17:17:19 23/10/2025,31.7,35.2,9.50,"Bình thường","An toàn"
17:17:21 23/10/2025,32.3,35.7,9.95,"Bình thường","An toàn"
17:17:23 23/10/2025,32.0,35.8,9.59,"Bình thường","An toàn"
17:17:25 23/10/2025,32.6,35.9,9.69,"Bình thường","An toàn"
17:17:27 23/10/2025,31.9,35.2,9.71,"Bình thường","An toàn"
17:17:29 23/10/2025,30.9,34.3,9.69,"Bình thường","An toàn"
17:17:31 23/10/2025,30.0,34.1,9.68,"Bình thường","An toàn"
17:17:33 23/10/2025,30.4,34.7,9.52,"Bình thường","An toàn"
17:17:35 23/10/2025,31.0,34.8,9.71,"Bình thường","An toàn"
17:17:37 23/10/2025,30.1,34.6,9.93,"Bình thường","An toàn"
17:17:39 23/10/2025,30.5,34.1,10.06,"Bình thường","An toàn"
17:17:41 23/10/2025,29.7,34.2,10.11,"Bình thường","An toàn"
17:17:43 23/10/2025,29.5,34.2,9.66,"Bình thường","An toàn"
17:17:45 23/10/2025,30.1,34.3,9.96,"Bình thường","An toàn"
17:17:47 23/10/2025,30.2,35.0,9.60,"Bình thường","An toàn"
17:17:49 23/10/2025,30.9,34.3,10.00,"Bình thường","An toàn"
17:17:51 23/10/2025,31.5,34.3,10.29,"Bình thường","An toàn"
17:17:53 23/10/2025,31.3,34.6,9.98,"Bình thường","An toàn"
17:17:55 23/10/2025,31.3,34.2,9.96,"Bình thường","An toàn"
17:17:57 23/10/2025,31.3,33.7,9.77,"Bình thường","An toàn"
17:17:59 23/10/2025,31.6,33.3,9.98,"Bình thường","An toàn"
17:18:01 23/10/2025,30.7,33.6,10.22,"Bình thường","An toàn"
17:18:03 23/10/2025,30.4,34.0,10.63,"Bình thường","An toàn"
17:18:05 23/10/2025,30.8,34.7,10.74,"Bình thường","An toàn"
17:18:07 23/10/2025,29.9,34.6,10.42,"Bình thường","An toàn"
17:18:09 23/10/2025,30.0,34.6,10.22,"Bình thường","An toàn"
17:18:11 23/10/2025,29.7,34.3,9.90,"Bình thường","An toàn"
17:18:13 23/10/2025,28.9,34.3,10.11,"Bình thường","An toàn"
17:18:15 23/10/2025,28.3,34.2,9.71,"Bình thường","An toàn"
17:18:17 23/10/2025,27.9,33.7,9.97,"Bình thường","An toàn"
17:18:19 23/10/2025,27.6,33.8,9.96,"Bình thường","An toàn"
17:18:21 23/10/2025,28.6,33.9,10.09,"Bình thường","An toàn"
17:18:23 23/10/2025,28.2,33.6,9.81,"Bình thường","An toàn"
17:18:25 23/10/2025,27.7,33.3,9.58,"Bình thường","An toàn"
17:18:27 23/10/2025,27.1,34.3,9.32,"Bình thường","An toàn"
17:18:29 23/10/2025,27.9,33.6,9.02,"Bình thường","An toàn"
17:18:31 23/10/2025,28.1,33.6,9.04,"Bình thường","An toàn"
17:18:33 23/10/2025,29.0,32.9,8.78,"Bình thường","An toàn"
17:18:35 23/10/2025,29.4,32.9,8.62,"Bình thường","An toàn"
17:18:37 23/10/2025,30.3,32.4,8.75,"Bình thường","An toàn"
17:18:39 23/10/2025,29.8,32.7,8.59,"Bình thường","An toàn"
17:18:41 23/10/2025,29.0,32.6,9.12,"Bình thường","An toàn"
17:18:43 23/10/2025,29.5,33.2,9.61,"Bình thường","An toàn"
17:18:45 23/10/2025,30.3,32.8,9.52,"Bình thường","An toàn"
17:18:47 23/10/2025,29.7,32.9,9.42,"Bình thường","An toàn"
17:18:49 23/10/2025,30.4,32.6,9.10,"Bình thường","An toàn"
17:18:51 23/10/2025,30.4,32.4,9.59,"Bình thường","An toàn"
17:18:53 23/10/2025,31.0,31.8,9.65,"Bình thường","An toàn"
17:18:55 23/10/2025,30.7,32.7,9.82,"Bình thường","An toàn"
17:18:57 23/10/2025,30.9,32.2,9.84,"Bình thường","An toàn"
17:18:59 23/10/2025,31.5,31.9,10.20,"Bình thường","An toàn"
17:19:01 23/10/2025,31.6,31.9,10.50,"Bình thường","An toàn"
17:19:03 23/10/2025,32.2,31.7,10.48,"Bình thường","An toàn"
17:19:05 23/10/2025,32.8,32.9,10.46,"Bình thường","An toàn"
17:19:07 23/10/2025,32.5,33.6,10.58,"Bình thường","An toàn"
17:19:09 23/10/2025,31.7,34.1,10.88,"Bình thường","An toàn"
17:19:11 23/10/2025,32.0,34.3,11.11,"Bình thường","An toàn"
17:19:13 23/10/2025,31.3,34.4,11.16,"Bình thường","An toàn"
17:19:15 23/10/2025,31.9,34.1,10.74,"Bình thường","An toàn"
17:19:17 23/10/2025,31.8,34.5,11.02,"Bình thường","An toàn"
17:19:19 23/10/2025,32.2,33.7,11.01,"Bình thường","An toàn"
17:19:21 23/10/2025,32.5,33.8,10.97,"Bình thường","An toàn"
17:19:23 23/10/2025,31.4,33.2,11.13,"Bình thường","An toàn"
17:19:25 23/10/2025,31.7,32.6,10.95,"Bình thường","An toàn"
17:19:27 23/10/2025,32.0,32.6,11.28,"Bình thường","An toàn"
17:19:29 23/10/2025,31.2,32.1,11.21,"Bình thường","An toàn"
17:19:31 23/10/2025,31.8,32.7,11.20,"Bình thường","An toàn"
17:19:33 23/10/2025,31.0,33.1,11.00,"Bình thường","An toàn"
17:19:35 23/10/2025,30.5,33.1,10.57,"Bình thường","An toàn"
17:19:37 23/10/2025,30.6,32.9,10.72,"Bình thường","An toàn"
17:19:39 23/10/2025,30.5,33.5,10.71,"Bình thường","An toàn"
17:19:41 23/10/2025,30.9,34.0,11.03,"Bình thường","An toàn"
17:19:43 23/10/2025,31.6,34.5,10.83,"Bình thường","An toàn"
17:19:45 23/10/2025,30.8,34.2,10.64,"Bình thường","An toàn"
17:19:47 23/10/2025,30.1,34.5,10.45,"Bình thường","An toàn"
17:19:50 23/10/2025,29.9,34.4,10.19,"Bình thường","An toàn"
17:19:52 23/10/2025,29.3,35.2,9.78,"Bình thường","An toàn"
17:19:54 23/10/2025,30.2,34.6,9.84,"Bình thường","An toàn"
17:19:56 23/10/2025,29.9,34.0,9.80,"Bình thường","An toàn"
17:19:58 23/10/2025,29.5,33.5,9.59,"Bình thường","An toàn"
17:20:00 23/10/2025,29.6,33.5,9.36,"Bình thường","An toàn"
17:20:02 23/10/2025,29.3,33.0,9.69,"Bình thường","An toàn"
17:20:04 23/10/2025,29.3,33.9,9.97,"Bình thường","An toàn"
17:20:06 23/10/2025,28.6,33.2,9.75,"Bình thường","An toàn"
17:20:08 23/10/2025,27.9,33.2,9.82,"Bình thường","An toàn"
17:20:10 23/10/2025,28.7,33.1,9.44,"Bình thường","An toàn"
17:20:12 23/10/2025,28.8,33.0,9.53,"Bình thường","An toàn"
17:20:14 23/10/2025,29.8,33.5,9.83,"Bình thường","An toàn"
17:20:16 23/10/2025,29.7,33.0,9.43,"Bình thường","An toàn"
17:20:18 23/10/2025,29.3,33.2,9.71,"Bình thường","An toàn"
17:20:20 23/10/2025,29.5,33.5,9.81,"Bình thường","An toàn"
17:20:22 23/10/2025,30.2,33.9,9.97,"Bình thường","An toàn"
17:20:24 23/10/2025,29.7,34.6,9.60,"Bình thường","An toàn"
17:20:26 23/10/2025,29.5,34.1,9.42,"Bình thường","An toàn"
17:20:28 23/10/2025,29.5,33.6,9.53,"Bình thường","An toàn"
17:20:30 23/10/2025,29.0,33.2,9.13,"Bình thường","An toàn"
17:20:32 23/10/2025,28.8,33.1,9.58,"Bình thường","An toàn"
17:20:34 23/10/2025,28.7,33.6,9.63,"Bình thường","An toàn"
17:20:36 23/10/2025,28.7,34.2,9.69,"Bình thường","An toàn"
17:20:38 23/10/2025,29.1,33.6,9.48,"Bình thường","An toàn"
17:20:40 23/10/2025,29.8,33.4,9.72,"Bình thường","An toàn"
17:20:42 23/10/2025,29.0,33.2,10.08,"Bình thường","An toàn"
17:20:44 23/10/2025,29.9,32.5,10.09,"Bình thường","An toàn"
17:20:46 23/10/2025,30.4,33.0,10.09,"Bình thường","An toàn"
17:20:48 23/10/2025,30.6,33.3,9.66,"Bình thường","An toàn"
17:20:50 23/10/2025,30.2,34.1,9.67,"Bình thường","An toàn"
17:20:52 23/10/2025,29.4,33.9,9.46,"Bình thường","An toàn"
17:20:54 23/10/2025,28.9,34.4,9.18,"Bình thường","An toàn"
17:20:56 23/10/2025,28.7,33.7,9.52,"Bình thường","An toàn"
17:20:58 23/10/2025,29.3,33.8,9.79,"Bình thường","An toàn"
17:21:12 23/10/2025,30.1,33.1,9.43,"Bình thường","An toàn"
17:21:14 23/10/2025,30.8,33.7,9.15,"Bình thường","An toàn"
17:21:16 23/10/2025,31.3,34.0,8.95,"Bình thường","An toàn"
17:21:18 23/10/2025,31.9,35.0,8.76,"Bình thường","An toàn"
17:21:20 23/10/2025,31.8,34.8,9.21,"Bình thường","An toàn"
17:21:22 23/10/2025,32.1,34.3,8.86,"Bình thường","An toàn"
17:21:24 23/10/2025,31.0,34.6,9.15,"Bình thường","An toàn"
17:21:26 23/10/2025,31.4,34.9,9.64,"Bình thường","An toàn"
17:21:28 23/10/2025,31.5,35.5,9.62,"Bình thường","An toàn"
17:21:30 23/10/2025,32.1,35.0,10.10,"Bình thường","An toàn"
17:21:32 23/10/2025,32.1,34.3,10.07,"Bình thường","An toàn"
17:21:34 23/10/2025,31.9,35.0,9.73,"Bình thường","An toàn"
17:21:36 23/10/2025,32.0,34.9,9.47,"Bình thường","An toàn"
17:21:38 23/10/2025,32.4,35.2,9.36,"Bình thường","An toàn"
17:21:40 23/10/2025,31.5,35.6,9.31,"Bình thường","An toàn"
17:21:42 23/10/2025,31.3,35.1,9.18,"Bình thường","An toàn"
17:21:44 23/10/2025,31.4,35.2,9.03,"Bình thường","An toàn"
17:21:46 23/10/2025,30.9,34.8,9.23,"Bình thường","An toàn"
17:21:48 23/10/2025,30.0,34.1,9.00,"Bình thường","An toàn"
17:21:50 23/10/2025,29.9,34.5,8.74,"Bình thường","An toàn"
17:21:52 23/10/2025,30.4,33.7,9.25,"Bình thường","An toàn"
17:21:54 23/10/2025,30.6,34.1,9.67,"Bình thường","An toàn"
17:21:56 23/10/2025,29.9,34.9,9.35,"Bình thường","An toàn"
17:21:58 23/10/2025,29.9,35.5,9.05,"Bình thường","An toàn"
17:22:00 23/10/2025,29.8,35.8,9.07,"Bình thường","An toàn"
17:22:02 23/10/2025,30.6,35.3,8.77,"Bình thường","An toàn"
17:22:04 23/10/2025,30.6,35.8,8.47,"Bình thường","An toàn"
17:22:06 23/10/2025,31.3,35.0,8.42,"Bình thường","An toàn"
17:22:08 23/10/2025,30.9,35.7,8.48,"Bình thường","An toàn"
17:22:10 23/10/2025,30.7,34.8,8.97,"Bình thường","An toàn"
17:22:12 23/10/2025,29.8,34.0,9.13,"Bình thường","An toàn"
17:22:14 23/10/2025,30.3,33.4,9.10,"Bình thường","An toàn"
17:22:16 23/10/2025,29.9,34.3,9.40,"Bình thường","An toàn"
17:22:18 23/10/2025,30.7,33.8,9.35,"Bình thường","An toàn"
17:22:20 23/10/2025,30.7,34.5,9.17,"Bình thường","An toàn"
17:22:22 23/10/2025,31.0,34.9,8.84,"Bình thường","An toàn"
17:22:24 23/10/2025,30.8,35.2,8.92,"Bình thường","An toàn"
17:22:26 23/10/2025,30.1,35.2,8.75,"Bình thường","An toàn"
17:22:28 23/10/2025,29.5,34.3,9.02,"Bình thường","An toàn"
17:22:30 23/10/2025,29.3,35.0,9.43,"Bình thường","An toàn"
17:22:32 23/10/2025,29.1,35.1,9.79,"Bình thường","An toàn"
17:22:34 23/10/2025,28.6,35.3,9.50,"Bình thường","An toàn"
17:22:36 23/10/2025,29.4,35.5,9.80,"Bình thường","An toàn"
17:22:38 23/10/2025,28.9,36.0,9.48,"Bình thường","An toàn"
17:22:40 23/10/2025,29.7,36.2,9.38,"Bình thường","An toàn"
17:22:42 23/10/2025,29.8,36.8,9.18,"Bình thường","An toàn"
17:22:44 23/10/2025,29.5,37.3,9.55,"Bình thường","An toàn"
17:22:46 23/10/2025,29.8,37.0,9.49,"Bình thường","An toàn"
17:22:48 23/10/2025,30.4,37.0,9.51,"Bình thường","An toàn"
17:22:50 23/10/2025,29.9,37.4,9.32,"Bình thường","An toàn"
17:22:52 23/10/2025,30.2,36.8,9.71,"Bình thường","An toàn"
17:22:54 23/10/2025,29.6,36.6,9.52,"Bình thường","An toàn"
17:22:56 23/10/2025,29.9,35.8,9.38,"Bình thường","An toàn"
17:22:58 23/10/2025,30.6,36.1,9.15,"Bình thường","An toàn"
17:23:00 23/10/2025,30.7,36.8,9.58,"Bình thường","An toàn"
17:23:02 23/10/2025,30.7,37.3,9.18,"Bình thường","An toàn"
17:23:04 23/10/2025,30.2,36.2,9.42,"Bình thường","An toàn"
17:23:06 23/10/2025,30.7,35.7,9.91,"Bình thường","An toàn"
17:23:08 23/10/2025,30.1,35.2,9.64,"Bình thường","An toàn"
17:23:10 23/10/2025,30.3,35.0,9.50,"Bình thường","An toàn"
17:23:12 23/10/2025,30.8,34.6,9.50,"Bình thường","An toàn"
17:23:14 23/10/2025,29.9,35.5,9.40,"Bình thường","An toàn"
17:23:16 23/10/2025,30.0,34.9,9.49,"Bình thường","An toàn"
17:23:18 23/10/2025,30.1,34.2,9.17,"Bình thường","An toàn"
17:23:20 23/10/2025,30.3,34.2,9.23,"Bình thường","An toàn"
17:23:22 23/10/2025,31.1,34.8,8.93,"Bình thường","An toàn"
17:23:24 23/10/2025,30.4,35.5,9.35,"Bình thường","An toàn"
17:23:26 23/10/2025,29.6,36.3,9.26,"Bình thường","An toàn"
17:23:28 23/10/2025,29.5,36.9,9.22,"Bình thường","An toàn"
17:23:31 23/10/2025,30.4,36.7,8.97,"Bình thường","An toàn"
17:23:33 23/10/2025,30.3,36.2,9.39,"Bình thường","An toàn"
17:23:35 23/10/2025,30.7,36.7,9.30,"Bình thường","An toàn"
17:23:37 23/10/2025,30.9,36.0,9.01,"Bình thường","An toàn"
17:23:39 23/10/2025,30.3,36.0,8.66,"Bình thường","An toàn"
17:23:41 23/10/2025,29.4,35.2,9.22,"Bình thường","An toàn"
17:23:43 23/10/2025,28.6,35.6,8.93,"Bình thường","An toàn"
17:23:45 23/10/2025,28.6,36.0,9.36,"Bình thường","An toàn"
17:23:47 23/10/2025,28.5,36.7,9.56,"Bình thường","An toàn"
17:23:49 23/10/2025,28.7,36.2,9.66,"Bình thường","An toàn"
17:23:51 23/10/2025,29.5,36.4,10.10,"Bình thường","An toàn"
17:23:53 23/10/2025,30.3,35.8,9.70,"Bình thường","An toàn"
17:23:55 23/10/2025,29.7,36.1,9.84,"Bình thường","An toàn"
17:24:07 23/10/2025,30.9,35.9,11.08,"Bình thường","An toàn"
17:24:09 23/10/2025,30.6,35.3,10.88,"Bình thường","An toàn"
17:24:11 23/10/2025,30.3,34.7,10.97,"Bình thường","An toàn"
17:24:13 23/10/2025,31.2,33.9,11.11,"Bình thường","An toàn"
17:24:15 23/10/2025,31.2,33.6,11.17,"Bình thường","An toàn"
17:24:17 23/10/2025,30.8,33.4,10.60,"Bình thường","An toàn"
17:24:19 23/10/2025,30.9,34.1,10.26,"Bình thường","An toàn"
17:24:21 23/10/2025,30.5,34.3,10.12,"Bình thường","An toàn"
17:24:23 23/10/2025,30.1,34.6,9.97,"Bình thường","An toàn"
17:24:25 23/10/2025,30.1,34.3,9.98,"Bình thường","An toàn"
17:24:27 23/10/2025,29.6,33.6,9.88,"Bình thường","An toàn"
17:24:29 23/10/2025,29.7,33.2,9.51,"Bình thường","An toàn"
17:24:31 23/10/2025,29.1,33.3,9.22,"Bình thường","An toàn"
17:24:33 23/10/2025,29.2,32.9,9.65,"Bình thường","An toàn"
17:24:35 23/10/2025,29.6,34.0,9.75,"Bình thường","An toàn"
17:24:37 23/10/2025,29.6,34.1,10.21,"Bình thường","An toàn"
17:24:39 23/10/2025,30.2,34.2,10.01,"Bình thường","An toàn"
17:24:41 23/10/2025,29.9,34.6,9.70,"Bình thường","An toàn"
17:24:43 23/10/2025,29.9,34.9,9.44,"Bình thường","An toàn"
17:24:45 23/10/2025,30.6,35.7,9.34,"Bình thường","An toàn"
17:24:47 23/10/2025,34.9,39.5,11.87,"Bình thường","An toàn"
17:24:49 23/10/2025,39.2,43.3,14.40,"Bình thường","An toàn"
17:24:51 23/10/2025,43.6,47.1,16.94,"Bình thường","An toàn"
17:24:53 23/10/2025,47.9,50.9,19.47,"Bình thường","An toàn"
17:24:55 23/10/2025,52.2,54.7,22.00,"Bình thường","An toàn"
17:24:57 23/10/2025,56.6,58.5,24.54,"Bình thường","An toàn"
17:24:59 23/10/2025,60.9,62.3,27.07,"Bình thường","An toàn"
17:25:01 23/10/2025,65.2,66.1,29.60,"Bình thường","An toàn"
17:25:03 23/10/2025,69.6,69.9,32.14,"Bình thường","An toàn"
17:25:05 23/10/2025,73.9,73.7,34.67,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
17:25:07 23/10/2025,78.2,77.5,37.20,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
17:25:09 23/10/2025,82.6,81.3,39.74,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
17:25:11 23/10/2025,86.9,85.1,42.27,"Cảnh báo!","Mực nước cao, nguy cơ ngập!"
17:25:13 23/10/2025,91.2,88.9,44.80,"Nguy hiểm!","Mực nước vượt ngưỡng an toàn ⚠️"
